row_index,problem,feedback,ambiguity,participant_count_n,ev_a,ev_b_oracle,ev_difference_b_minus_a_oracle,ev_benchmark_favors,observed_brate,ml_predicted_brate,absolute_error,human_aggregate_favors,deviation_type,highly_divided,ml_successfully_predicts_deviation,ml_fails_to_predict_deviation,ha,pha,la,hb,phb,lb,lottery_shape_b,correlation,gamble_a,gamble_b
4199,3422,True,False,16,3.0,7.699999999999999,4.699999999999999,B,0.75,0.6996329198196136,0.05036708018038638,B,none,False,False,False,3,0.8,3,8,0.99,-22,0,0,p=0.8→3; p=0.2→3,p=0.01→-22; p=0.99→8
4215,3432,False,False,16,-1.5500000000000014,2.0,3.5500000000000016,B,0.6875,0.5477619438379723,0.13973805616202772,B,none,False,False,False,0,0.95,-31,48,0.5,-44,3,0,p=0.95→0; p=0.05→-31,p=0.5→-44; p=0.25→50; p=0.125→48; p=0.125→44
4216,3432,True,False,16,-1.5500000000000014,2.0,3.5500000000000016,B,0.7124999999999998,0.5718513720303994,0.14064862796960043,B,none,False,False,False,0,0.95,-31,48,0.5,-44,3,0,p=0.95→0; p=0.05→-31,p=0.5→-44; p=0.25→50; p=0.125→48; p=0.125→44
4221,3437,True,False,16,20.0,15.600000000000003,-4.399999999999997,A,0.4625,0.346083444860949,0.11641655513905103,A,none,True,False,False,20,1.0,20,63,0.4,-16,3,0,p=1→20; p=0→20,p=0.6→-16; p=0.2→68; p=0.1→66; p=0.05→62; p=0.025→54; p=0.0125→38; p=0.0125→6
4223,3439,True,False,16,0.0,1.7000000000000002,1.7000000000000002,B,0.6124999999999999,0.5623333947608214,0.050166605239178486,B,none,False,False,False,0,1.0,0,91,0.05,-3,1,0,p=1→0; p=0→0,p=0.95→-3; p=0.00625→89.5; p=0.01875→90.5; p=0.01875→91.5; p=0.00625→92.5
4224,3440,False,False,16,6.800000000000001,15.35,8.549999999999999,B,0.8999999999999999,0.7577612566611481,0.14223874333885178,B,none,False,False,False,26,0.4,-6,22,0.05,15,0,0,p=0.4→26; p=0.6→-6,p=0.95→15; p=0.05→22
4228,3444,True,True,16,6.0,4.3,-1.7000000000000002,A,0.7,0.6714956350774984,0.028504364922501524,B,none,False,False,False,6,1.0,6,34,0.01,4,1,0,p=1→6; p=0→6,p=0.99→4; p=7.8125e-05→30.5; p=0.000546875→31.5; p=0.00164062→32.5; p=0.00273438→33.5; p=0.00273438→34.5; p=0.00164062→35.5; p=0.000546875→36.5; p=7.8125e-05→37.5
4229,3445,True,False,16,2.0,8.4,6.4,B,0.6250000000000001,0.5731944816257047,0.05180551837429537,B,none,False,False,False,2,1.0,2,36,0.4,-10,1,0,p=1→2; p=0→2,p=0.6→-10; p=0.0125→33.5; p=0.0625→34.5; p=0.125→35.5; p=0.125→36.5; p=0.0625→37.5; p=0.0125→38.5
4239,3453,False,False,16,15.0,2.75,-12.25,A,0.1,0.18966565842749844,0.08966565842749843,A,none,False,False,False,15,1.0,15,5,0.75,-4,1,0,p=1→15; p=0→15,p=0.25→-4; p=0.00585938→1.5; p=0.0410156→2.5; p=0.123047→3.5; p=0.205078→4.5; p=0.205078→5.5; p=0.123047→6.5; p=0.0410156→7.5; p=0.00585938→8.5
4240,3453,True,False,15,15.0,2.75,-12.25,A,0.14666666666666667,0.09633090485201513,0.05033576181465153,A,none,False,False,False,15,1.0,15,5,0.75,-4,1,0,p=1→15; p=0→15,p=0.25→-4; p=0.00585938→1.5; p=0.0410156→2.5; p=0.123047→3.5; p=0.205078→4.5; p=0.205078→5.5; p=0.123047→6.5; p=0.0410156→7.5; p=0.00585938→8.5
4243,3456,True,True,16,26.0,20.7,-5.300000000000001,A,0.225,0.17955945502442938,0.045440544975570624,A,none,False,False,False,26,1.0,26,27,0.1,20,0,0,p=1→26; p=0→26,p=0.9→20; p=0.1→27
4248,3461,True,False,16,13.8,14.400000000000002,0.6000000000000014,B,0.525,0.4267903028225964,0.09820969717740363,B,none,True,False,False,45,0.4,-7,92,0.2,-5,0,0,p=0.4→45; p=0.6→-7,p=0.8→-5; p=0.2→92
4255,3468,True,True,16,0.0,-2.0,-2.0,A,0.7,0.5158425018704115,0.18415749812958848,B,none,False,False,False,0,1.0,0,7,0.25,-5,0,0,p=1→0; p=0→0,p=0.75→-5; p=0.25→7
4257,3470,True,False,17,29.0,29.400000000000002,0.40000000000000213,B,0.6588235294117647,0.5243119552416937,0.13451157417007098,B,none,False,False,False,29,1.0,29,71,0.2,19,1,0,p=1→29; p=0→29,p=0.8→19; p=0.1→70.5; p=0.1→71.5
4266,3478,False,False,32,-10.0,-10.0,0.0,tie,0.5562500000000001,0.5140772345027578,0.04217276549724236,B,none,False,False,False,-10,1.0,-10,-9,0.9,-19,2,0,p=1→-10; p=0→-10,p=0.1→-19; p=0.45→-10; p=0.45→-8
4267,3478,True,False,16,-10.0,-10.0,0.0,tie,0.3625,0.5191662135814836,0.15666621358148364,A,none,False,False,False,-10,1.0,-10,-9,0.9,-19,2,0,p=1→-10; p=0→-10,p=0.1→-19; p=0.45→-10; p=0.45→-8
4291,3496,False,False,16,7.0,7.2,0.20000000000000018,B,0.625,0.517695338437953,0.10730466156204699,B,none,False,False,False,7,1.0,7,10,0.9,-18,2,0,p=1→7; p=0→7,p=0.1→-18; p=0.45→4; p=0.225→6; p=0.1125→10; p=0.05625→18; p=0.028125→34; p=0.0140625→66; p=0.0140625→130
4297,3501,False,False,15,-2.6,-1.799999999999999,0.8000000000000012,B,0.7333333333333333,0.5703432069352303,0.16299012639810295,B,none,False,False,False,1,0.1,-3,33,0.4,-25,1,0,p=0.1→1; p=0.9→-3,p=0.6→-25; p=0.05→31.5; p=0.15→32.5; p=0.15→33.5; p=0.05→34.5
4298,3501,True,False,16,-2.6,-1.799999999999999,0.8000000000000012,B,0.7875,0.5612048272407375,0.22629517275926248,B,none,False,False,False,1,0.1,-3,33,0.4,-25,1,0,p=0.1→1; p=0.9→-3,p=0.6→-25; p=0.05→31.5; p=0.15→32.5; p=0.15→33.5; p=0.05→34.5
4306,3506,True,False,19,29.3,28.5,-0.8000000000000007,A,0.7263157894736842,0.5934608722786084,0.1328549171950758,B,none,False,False,False,34,0.9,-13,39,0.5,18,2,0,p=0.9→34; p=0.1→-13,p=0.5→18; p=0.25→34; p=0.125→36; p=0.0625→40; p=0.03125→48; p=0.015625→64; p=0.015625→96
4326,3521,True,False,17,-8.199999999999996,-4.999999999999999,3.1999999999999966,B,0.22352941176470587,0.5134674847978977,0.28993807303319186,A,none,False,False,False,53,0.4,-49,-1,0.9,-41,3,0,p=0.4→53; p=0.6→-49,p=0.1→-41; p=0.45→1; p=0.225→-1; p=0.225→-5
4337,3530,False,False,16,26.8,26.349999999999998,-0.45000000000000284,A,0.3875,0.34721738325748175,0.04028261674251826,A,none,False,False,False,52,0.1,24,30,0.95,-43,3,0,p=0.1→52; p=0.9→24,p=0.05→-43; p=0.475→32; p=0.2375→30; p=0.2375→26
4338,3530,True,False,17,26.8,26.349999999999998,-0.45000000000000284,A,0.3058823529411765,0.36304821853255453,0.05716586559137804,A,none,False,False,False,52,0.1,24,30,0.95,-43,3,0,p=0.1→52; p=0.9→24,p=0.05→-43; p=0.475→32; p=0.2375→30; p=0.2375→26
4345,3535,False,False,15,23.0,26.400000000000002,3.400000000000002,B,0.6603174603174603,0.5708925864717689,0.08942487384569142,B,none,False,False,False,23,1.0,23,76,0.2,14,0,0,p=1→23; p=0→23,p=0.8→14; p=0.2→76
4346,3535,True,False,18,23.0,26.400000000000002,3.400000000000002,B,0.2888888888888889,0.5825283016817511,0.29363941279286215,A,none,False,False,False,23,1.0,23,76,0.2,14,0,0,p=1→23; p=0→23,p=0.8→14; p=0.2→76
4349,3538,False,False,15,12.0,19.86,7.859999999999999,B,0.7733333333333333,0.781385485683264,0.00805215234993073,B,none,False,False,False,17,0.75,-3,20,0.99,6,0,0,p=0.75→17; p=0.25→-3,p=0.01→6; p=0.99→20
4350,3538,True,False,15,12.0,19.86,7.859999999999999,B,0.6666666666666666,0.8080174825048502,0.14135081583818354,B,none,False,False,False,17,0.75,-3,20,0.99,6,0,0,p=0.75→17; p=0.25→-3,p=0.01→6; p=0.99→20
4358,3545,True,True,16,10.100000000000001,14.8,4.699999999999999,B,0.575,0.5096005747378628,0.06539942526213716,B,none,False,False,False,83,0.1,2,94,0.4,-38,1,0,p=0.1→83; p=0.9→2,p=0.6→-38; p=0.05→92.5; p=0.15→93.5; p=0.15→94.5; p=0.05→95.5
4359,3546,True,False,17,30.0,17.800000000000008,-12.199999999999992,A,0.4,0.27985579846009184,0.12014420153990818,A,none,False,False,False,30,1.0,30,106,0.4,-41,0,0,p=1→30; p=0→30,p=0.6→-41; p=0.4→106
4362,3549,True,False,17,13.0,4.6000000000000005,-8.399999999999999,A,0.3764705882352941,0.4266365324900883,0.050165944254794204,A,none,False,False,False,45,0.5,-19,7,0.8,-5,0,0,p=0.5→45; p=0.5→-19,p=0.2→-5; p=0.8→7
4378,3565,False,True,16,18.0,25.0,7.0,B,0.65,0.5745252298926724,0.07547477010732762,B,none,False,False,False,18,1.0,18,85,0.25,5,3,0,p=1→18; p=0→18,p=0.75→5; p=0.125→91; p=0.0625→89; p=0.03125→85; p=0.015625→77; p=0.0078125→61; p=0.00390625→29; p=0.00390625→-35
4379,3565,True,True,16,18.0,25.0,7.0,B,0.6625000000000001,0.5648919591690494,0.09760804083095065,B,none,False,False,False,18,1.0,18,85,0.25,5,3,0,p=1→18; p=0→18,p=0.75→5; p=0.125→91; p=0.0625→89; p=0.03125→85; p=0.015625→77; p=0.0078125→61; p=0.00390625→29; p=0.00390625→-35
4389,3572,False,False,19,23.0,13.900000000000002,-9.099999999999998,A,0.17894736842105266,0.22544670968180786,0.046499341260755195,A,none,False,False,False,23,1.0,23,22,0.1,13,1,0,p=1→23; p=0→23,p=0.9→13; p=0.003125→19.5; p=0.015625→20.5; p=0.03125→21.5; p=0.03125→22.5; p=0.015625→23.5; p=0.003125→24.5
4390,3572,True,False,15,23.0,13.900000000000002,-9.099999999999998,A,0.17333333333333334,0.2066072915723613,0.033273958239027956,A,none,False,False,False,23,1.0,23,22,0.1,13,1,0,p=1→23; p=0→23,p=0.9→13; p=0.003125→19.5; p=0.015625→20.5; p=0.03125→21.5; p=0.03125→22.5; p=0.015625→23.5; p=0.003125→24.5
4400,3582,False,False,16,19.200000000000003,24.6,5.399999999999999,B,0.8,0.6631275266489557,0.13687247335104435,B,none,False,False,False,66,0.4,-12,27,0.8,15,0,0,p=0.4→66; p=0.6→-12,p=0.2→15; p=0.8→27
4401,3582,True,False,15,19.200000000000003,24.6,5.399999999999999,B,0.72,0.6710383714538828,0.048961628546117186,B,none,False,False,False,66,0.4,-12,27,0.8,15,0,0,p=0.4→66; p=0.6→-12,p=0.2→15; p=0.8→27
4402,3583,False,False,16,23.0,21.6,-1.3999999999999986,A,0.17500000000000004,0.3434716080074217,0.16847160800742167,A,none,False,False,False,23,1.0,23,60,0.4,-4,0,0,p=1→23; p=0→23,p=0.6→-4; p=0.4→60
4403,3583,True,False,15,23.0,21.6,-1.3999999999999986,A,0.34666666666666673,0.3621641649874836,0.015497498320816872,A,none,False,False,False,23,1.0,23,60,0.4,-4,0,0,p=1→23; p=0→23,p=0.6→-4; p=0.4→60
4404,3584,True,True,18,13.0,5.800000000000001,-7.199999999999999,A,0.3444444444444445,0.3450982710429368,0.0006538265984922798,A,none,False,False,False,31,0.4,1,29,0.2,0,0,0,p=0.4→31; p=0.6→1,p=0.8→0; p=0.2→29
4406,3586,True,False,16,5.0,-3.1999999999999993,-8.2,A,0.23750000000000004,0.26276511485126186,0.025265114851261816,A,none,False,False,False,5,1.0,5,94,0.1,-14,0,0,p=1→5; p=0→5,p=0.9→-14; p=0.1→94
4407,3587,True,False,17,-8.0,-4.399999999999999,3.6000000000000014,B,0.8941176470588236,0.7428662389467722,0.1512514081120514,B,none,False,False,False,-8,1.0,-8,5,0.8,-42,1,0,p=1→-8; p=0→-8,p=0.2→-42; p=0.1→3.5; p=0.3→4.5; p=0.3→5.5; p=0.1→6.5
4417,3596,True,False,16,7.0,3.8,-3.2,A,0.1125,0.12864263119563088,0.016142631195630877,A,none,False,False,False,7,1.0,7,5,0.4,3,0,0,p=1→7; p=0→7,p=0.6→3; p=0.4→5
4421,3599,True,False,16,19.0,17.5,-1.5,A,0.45,0.5075245298916453,0.057524529891645304,A,none,True,False,False,37,0.75,-35,63,0.5,-28,1,0,p=0.75→37; p=0.25→-35,p=0.5→-28; p=0.015625→60.5; p=0.078125→61.5; p=0.15625→62.5; p=0.15625→63.5; p=0.078125→64.5; p=0.015625→65.5
4431,3607,False,False,16,1.0,9.5,8.5,B,0.575,0.6510888547153235,0.07608885471532356,B,none,False,False,False,1,1.0,1,17,0.75,-13,0,0,p=1→1; p=0→1,p=0.25→-13; p=0.75→17
4432,3607,True,False,16,1.0,9.5,8.5,B,0.8625000000000002,0.720370216043118,0.14212978395688214,B,none,False,False,False,1,1.0,1,17,0.75,-13,0,0,p=1→1; p=0→1,p=0.25→-13; p=0.75→17
4433,3608,False,False,16,20.75,29.5,8.75,B,0.7874999999999999,0.753345169314113,0.03415483068588687,B,none,False,False,False,25,0.75,8,32,0.75,22,0,0,p=0.75→25; p=0.25→8,p=0.25→22; p=0.75→32
4434,3608,True,False,16,20.75,29.5,8.75,B,0.8,0.7868907721384292,0.013109227861570871,B,none,False,False,False,25,0.75,8,32,0.75,22,0,0,p=0.75→25; p=0.25→8,p=0.25→22; p=0.75→32
4455,3627,False,True,16,29.0,35.2,6.200000000000003,B,0.7625,0.7651006271351014,0.002600627135101452,B,none,False,False,False,29,1.0,29,46,0.1,34,1,0,p=1→29; p=0→29,p=0.9→34; p=0.0125→44.5; p=0.0375→45.5; p=0.0375→46.5; p=0.0125→47.5
4456,3627,True,True,16,29.0,35.2,6.200000000000003,B,0.9375,0.8959014116584537,0.04159858834154628,B,none,False,False,False,29,1.0,29,46,0.1,34,1,0,p=1→29; p=0→29,p=0.9→34; p=0.0125→44.5; p=0.0375→45.5; p=0.0375→46.5; p=0.0125→47.5
4458,3629,True,False,16,-1.0,-5.199999999999999,-4.199999999999999,A,0.5125000000000001,0.4349648295155951,0.07753517048440495,B,none,True,False,False,-1,1.0,-1,11,0.1,-7,1,0,p=1→-1; p=0→-1,p=0.9→-7; p=0.00078125→7.5; p=0.00546875→8.5; p=0.0164063→9.5; p=0.0273438→10.5; p=0.0273438→11.5; p=0.0164063→12.5; p=0.00546875→13.5; p=0.00078125→14.5
4461,3631,True,True,16,30.0,24.0,-6.0,A,0.3875,0.497572484600562,0.11007248460056202,A,none,False,False,False,30,1.0,30,42,0.1,22,0,0,p=1→30; p=0→30,p=0.9→22; p=0.1→42
4468,3637,False,False,18,27.0,17.75,-9.25,A,0.2333333333333333,0.3370685005904447,0.10373516725711138,A,none,False,False,False,27,1.0,27,98,0.25,-9,1,0,p=1→27; p=0→27,p=0.75→-9; p=0.00195312→94.5; p=0.0136719→95.5; p=0.0410156→96.5; p=0.0683594→97.5; p=0.0683594→98.5; p=0.0410156→99.5; p=0.0136719→100.5; p=0.00195312→101.5
4469,3637,True,False,15,27.0,17.75,-9.25,A,0.17333333333333334,0.35232352431283936,0.17899019097950603,A,none,False,False,False,27,1.0,27,98,0.25,-9,1,0,p=1→27; p=0→27,p=0.75→-9; p=0.00195312→94.5; p=0.0136719→95.5; p=0.0410156→96.5; p=0.0683594→97.5; p=0.0683594→98.5; p=0.0410156→99.5; p=0.0136719→100.5; p=0.00195312→101.5
4474,3641,True,False,18,15.0,19.0,4.0,B,0.7888888888888891,0.8125584382540972,0.023669549365208153,B,none,False,False,False,15,1.0,15,25,0.4,15,0,0,p=1→15; p=0→15,p=0.6→15; p=0.4→25
4485,3650,True,False,17,18.0,15.0,-3.0,A,0.4352941176470589,0.3849425911721592,0.05035152647489971,A,none,False,False,False,18,1.0,18,64,0.5,-34,0,0,p=1→18; p=0→18,p=0.5→-34; p=0.5→64
4486,3651,False,False,16,-2.0,2.4000000000000004,4.4,B,0.6625,0.6107286316483714,0.051771368351628544,B,none,False,False,False,-2,1.0,-2,64,0.2,-13,0,0,p=1→-2; p=0→-2,p=0.8→-13; p=0.2→64
4498,3660,True,False,16,15.0,15.6,0.5999999999999996,B,0.5375000000000001,0.48855605738772956,0.04894394261227053,B,none,True,False,False,15,1.0,15,70,0.2,2,1,0,p=1→15; p=0→15,p=0.8→2; p=0.0015625→66.5; p=0.0109375→67.5; p=0.0328125→68.5; p=0.0546875→69.5; p=0.0546875→70.5; p=0.0328125→71.5; p=0.0109375→72.5; p=0.0015625→73.5
4515,3673,True,False,16,-10.0,-5.859999999999999,4.140000000000001,B,0.8875,0.780146173644874,0.10735382635512591,B,none,False,False,False,-6,0.75,-22,8,0.01,-6,0,0,p=0.75→-6; p=0.25→-22,p=0.99→-6; p=0.01→8
4517,3675,False,False,16,11.7,11.0,-0.6999999999999993,A,0.7145833333333333,0.5633389832399682,0.15124435009336512,B,none,False,False,False,14,0.9,-9,35,0.2,5,0,0,p=0.9→14; p=0.1→-9,p=0.8→5; p=0.2→35
4518,3675,True,False,15,11.7,11.0,-0.6999999999999993,A,0.4266666666666667,0.5431733839308766,0.11650671726420986,A,none,False,False,False,14,0.9,-9,35,0.2,5,0,0,p=0.9→14; p=0.1→-9,p=0.8→5; p=0.2→35
4523,3680,True,False,18,-1.0,-1.6000000000000014,-0.6000000000000014,A,0.5555555555555556,0.4333905782774229,0.12216497727813269,B,none,False,False,False,23,0.25,-9,108,0.2,-29,0,-1,p=0.25→23; p=0.75→-9,p=0.8→-29; p=0.2→108
4547,3702,True,True,16,11.0,12.75,1.75,B,0.425,0.3740187955788704,0.05098120442112958,A,none,False,False,False,49,0.05,9,60,0.25,-3,0,0,p=0.05→49; p=0.95→9,p=0.75→-3; p=0.25→60
4566,3715,False,False,16,-7.0,-17.330000000000002,-10.330000000000002,A,0.4375,0.4417432157971995,0.0042432157971994955,A,none,False,False,False,-7,1.0,-7,49,0.01,-18,0,0,p=1→-7; p=0→-7,p=0.99→-18; p=0.01→49
4567,3715,True,False,15,-7.0,-17.330000000000002,-10.330000000000002,A,0.4266666666666667,0.4099184945548129,0.01674817211185381,A,none,False,False,False,-7,1.0,-7,49,0.01,-18,0,0,p=1→-7; p=0→-7,p=0.99→-18; p=0.01→49
4571,3719,False,False,16,28.199999999999996,30.5,2.3000000000000043,B,0.6500000000000001,0.4471149090280245,0.20288509097197566,B,none,False,False,False,53,0.6,-9,80,0.5,-19,1,-1,p=0.6→53; p=0.4→-9,p=0.5→-19; p=0.25→79.5; p=0.25→80.5
4572,3719,True,False,16,28.199999999999996,30.5,2.3000000000000043,B,0.6625,0.4775717055468126,0.18492829445318737,B,none,False,False,False,53,0.6,-9,80,0.5,-19,1,-1,p=0.6→53; p=0.4→-9,p=0.5→-19; p=0.25→79.5; p=0.25→80.5
4573,3720,False,False,16,29.95,31.439999999999998,1.4899999999999984,B,0.3875,0.41312142790553563,0.02562142790553562,A,none,False,False,False,67,0.05,28,32,0.99,-24,2,0,p=0.05→67; p=0.95→28,p=0.01→-24; p=0.495→26; p=0.2475→28; p=0.12375→32; p=0.061875→40; p=0.0309375→56; p=0.0154687→88; p=0.0154688→152
4583,3729,False,True,16,15.0,18.0,3.0,B,0.3125,0.3626132647473306,0.05011326474733058,A,none,False,False,False,15,1.0,15,71,0.5,-35,0,0,p=1→15; p=0→15,p=0.5→-35; p=0.5→71
4584,3729,True,True,15,15.0,18.0,3.0,B,0.4800000000000001,0.4103654082575974,0.06963459174240272,A,none,True,False,False,15,1.0,15,71,0.5,-35,0,0,p=1→15; p=0→15,p=0.5→-35; p=0.5→71
4596,3738,False,False,16,24.0,32.6,8.600000000000001,B,0.525,0.5095798753794919,0.015420124620508124,B,none,True,False,False,24,1.0,24,103,0.2,15,2,0,p=1→24; p=0→24,p=0.8→15; p=0.1→99; p=0.05→101; p=0.025→105; p=0.0125→113; p=0.0125→129
4600,3741,False,False,16,5.0,7.400000000000001,2.4000000000000012,B,0.275,0.4976373958254425,0.22263739582544245,A,none,False,False,False,5,1.0,5,12,0.9,-34,0,0,p=1→5; p=0→5,p=0.1→-34; p=0.9→12
4601,3741,True,False,15,5.0,7.400000000000001,2.4000000000000012,B,0.6666666666666666,0.5221393057142473,0.14452736095241936,B,none,False,False,False,5,1.0,5,12,0.9,-34,0,0,p=1→5; p=0→5,p=0.1→-34; p=0.9→12
4603,3743,True,False,19,-7.0,-7.400000000000001,-0.40000000000000124,A,0.6210526315789473,0.5768868200736519,0.044165811505295416,B,none,False,False,False,-7,1.0,-7,43,0.1,-13,1,0,p=1→-7; p=0→-7,p=0.9→-13; p=0.0125→41.5; p=0.0375→42.5; p=0.0375→43.5; p=0.0125→44.5
4610,3748,True,False,18,23.0,17.65,-5.350000000000001,A,0.1111111111111111,0.12792114918061,0.016810038069498906,A,none,False,False,False,23,1.0,23,18,0.95,11,0,0,p=1→23; p=0→23,p=0.05→11; p=0.95→18
4616,3752,True,False,18,20.0,22.8,2.8000000000000007,B,0.6777777777777777,0.7001028457114475,0.02232506793366984,B,none,False,False,False,43,0.5,-3,95,0.05,19,0,0,p=0.5→43; p=0.5→-3,p=0.95→19; p=0.05→95
4618,3754,True,False,18,2.0,-4.999999999999999,-6.999999999999999,A,0.08888888888888889,0.09325651294089371,0.004367624052004818,A,none,False,False,False,2,1.0,2,-2,0.9,-32,2,0,p=1→2; p=0→2,p=0.1→-32; p=0.45→-4; p=0.225→-2; p=0.225→2
4623,3758,True,False,18,-4.0,2.200000000000001,6.200000000000001,B,0.8555555555555555,0.7701381191779193,0.08541743637763621,B,none,False,False,False,-4,1.0,-4,19,0.4,-9,1,0,p=1→-4; p=0→-4,p=0.6→-9; p=0.2→18.5; p=0.2→19.5
4624,3759,True,False,19,13.0,15.0,2.0,B,0.7894736842105262,0.8193140440883435,0.029840359877817302,B,none,False,False,False,13,1.0,13,15,0.1,15,0,0,p=1→13; p=0→13,p=0.9→15; p=0.1→15
4628,3762,False,False,16,18.0,18.25,0.25,B,0.5576923076923077,0.5171875461625187,0.04050476152978899,B,none,False,False,False,18,1.0,18,46,0.25,9,0,0,p=1→18; p=0→18,p=0.75→9; p=0.25→46
4629,3762,True,False,15,18.0,18.25,0.25,B,0.52,0.5113100241427248,0.008689975857275267,B,none,True,False,False,18,1.0,18,46,0.25,9,0,0,p=1→18; p=0→18,p=0.75→9; p=0.25→46
4637,3770,False,False,15,21.25,26.59,5.34,B,0.88,0.7593143191493755,0.12068568085062448,B,none,False,False,False,22,0.95,7,85,0.01,26,3,-1,p=0.95→22; p=0.05→7,p=0.99→26; p=0.005→89; p=0.0025→87; p=0.00125→83; p=0.000625→75; p=0.000625→59
4638,3771,True,False,30,-8.0,-11.400000000000002,-3.400000000000002,A,0.5333333333333333,0.5109192974959891,0.02241403583734425,B,none,True,False,False,-8,1.0,-8,95,0.2,-38,0,0,p=1→-8; p=0→-8,p=0.8→-38; p=0.2→95
4648,3781,True,False,16,-8.0,-23.4,-15.399999999999999,A,0.4625,0.3995085698099708,0.06299143019002923,A,none,True,False,False,-4,0.5,-12,36,0.01,-24,3,0,p=0.5→-4; p=0.5→-12,p=0.99→-24; p=0.005→41; p=0.0025→39; p=0.00125→35; p=0.000625→27; p=0.0003125→11; p=0.0003125→-21
4654,3787,True,False,18,-5.1899999999999995,-8.6,-3.41,A,0.12222222222222225,0.2184450554857725,0.09622283326355026,A,none,False,False,False,75,0.01,-6,-8,0.9,-14,0,0,p=0.01→75; p=0.99→-6,p=0.1→-14; p=0.9→-8
4655,3788,True,False,18,-10.0,-10.999999999999996,-0.9999999999999964,A,0.6222222222222222,0.3986590146398194,0.22356320758240283,B,none,False,False,False,0,0.75,-40,19,0.4,-31,0,0,p=0.75→0; p=0.25→-40,p=0.6→-31; p=0.4→19
4665,3798,True,True,16,15.600000000000001,17.5,1.8999999999999986,B,0.775,0.6771101243525952,0.09788987564740481,B,none,False,False,False,25,0.8,-22,25,0.5,10,0,0,p=0.8→25; p=0.2→-22,p=0.5→10; p=0.5→25
4667,3800,True,True,19,13.25,11.7,-1.5500000000000007,A,0.5894736842105263,0.5586104144877715,0.03086326972275477,B,none,False,False,False,41,0.25,4,45,0.1,8,0,0,p=0.25→41; p=0.75→4,p=0.9→8; p=0.1→45
4671,3804,True,False,16,-3.4,-2.8000000000000003,0.5999999999999996,B,0.6124999999999999,0.5729584789384274,0.03954152106157249,B,none,False,False,False,3,0.2,-5,18,0.2,-8,3,1,p=0.2→3; p=0.8→-5,p=0.8→-8; p=0.1→21; p=0.05→19; p=0.025→15; p=0.025→7
4687,3820,True,False,16,-4.0,9.0,13.0,B,0.9000000000000001,0.939283144081128,0.039283144081127874,B,none,False,False,False,-4,1.0,-4,9,0.75,9,1,0,p=1→-4; p=0→-4,p=0.25→9; p=0.0234375→6.5; p=0.117188→7.5; p=0.234375→8.5; p=0.234375→9.5; p=0.117188→10.5; p=0.0234375→11.5
4689,3822,False,False,15,22.0,17.9,-4.100000000000001,A,0.4266666666666665,0.4553993180858876,0.0287326514192211,A,none,False,False,False,22,1.0,22,18,0.99,8,2,0,p=1→22; p=0→22,p=0.01→8; p=0.495→12; p=0.2475→14; p=0.12375→18; p=0.061875→26; p=0.0309375→42; p=0.0154687→74; p=0.0154688→138
4690,3822,True,False,15,22.0,17.9,-4.100000000000001,A,0.56,0.447836394688327,0.11216360531167308,B,none,False,False,False,22,1.0,22,18,0.99,8,2,0,p=1→22; p=0→22,p=0.01→8; p=0.495→12; p=0.2475→14; p=0.12375→18; p=0.061875→26; p=0.0309375→42; p=0.0154687→74; p=0.0154688→138
4711,3839,False,False,17,14.0,14.600000000000001,0.6000000000000014,B,0.6352941176470588,0.6153664262536421,0.019927691393416658,B,none,False,False,False,14,1.0,14,21,0.2,13,1,0,p=1→14; p=0→14,p=0.8→13; p=0.025→19.5; p=0.075→20.5; p=0.075→21.5; p=0.025→22.5
4712,3839,True,False,15,14.0,14.600000000000001,0.6000000000000014,B,0.8133333333333332,0.6180163381707868,0.19531699516254641,B,none,False,False,False,14,1.0,14,21,0.2,13,1,0,p=1→14; p=0→14,p=0.8→13; p=0.025→19.5; p=0.075→20.5; p=0.075→21.5; p=0.025→22.5
4715,3841,True,False,18,29.0,32.6,3.6000000000000014,B,0.5111111111111112,0.3874868304886899,0.12362428062242126,B,none,True,False,False,89,0.25,9,110,0.4,-19,1,1,p=0.25→89; p=0.75→9,p=0.6→-19; p=0.05→108.5; p=0.15→109.5; p=0.15→110.5; p=0.05→111.5
4716,3842,True,False,18,8.0,6.75,-1.25,A,0.5888888888888889,0.613800383197976,0.024911494309087123,B,none,False,False,False,62,0.25,-10,18,0.25,3,0,-1,p=0.25→62; p=0.75→-10,p=0.75→3; p=0.25→18
4723,3849,True,False,16,9.25,11.700000000000001,2.450000000000001,B,0.7375,0.6914850214946309,0.046014978505369175,B,none,False,False,False,16,0.25,7,12,0.9,9,0,0,p=0.25→16; p=0.75→7,p=0.1→9; p=0.9→12
4737,3863,False,False,15,10.0,15.25,5.25,B,0.30666666666666664,0.4169993231904454,0.11033265652377877,A,strong_ev_b_humans_favor_a,False,False,False,11,0.75,7,82,0.25,-7,0,0,p=0.75→11; p=0.25→7,p=0.75→-7; p=0.25→82
4738,3863,True,False,15,10.0,15.25,5.25,B,0.3200000000000001,0.4386941336418831,0.11869413364188297,A,strong_ev_b_humans_favor_a,False,False,False,11,0.75,7,82,0.25,-7,0,0,p=0.75→11; p=0.25→7,p=0.75→-7; p=0.25→82
4740,3865,True,False,16,-6.0,0.25,6.25,B,0.8375,0.769627291203273,0.06787270879672702,B,none,False,False,False,-6,1.0,-6,6,0.75,-17,0,0,p=1→-6; p=0→-6,p=0.25→-17; p=0.75→6
